diet_tag,subregion,ingredient,ingredient_share,ingredient_type,region,animal_type,animal_subtype
diet_kid_goat_male_dairy_replacement_stall,,ryegrass_fresh_fourth,0.00,forage,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_stall,,ryegrass_hay_third,87.79,forage,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_stall,,alfalfa_hay_first,0.00,forage,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_stall,,goat_breast_milk,100.00,milk,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_pasture,,skimmed_milk,1.05,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_pasture,,Vitamin/mineral_supplement,2.79,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_pasture,,molasses_beet,0.00,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_pasture,,lupin_australian,0.00,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_pasture,,soybean_hulls_12_cp,5.42,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_pasture,,palm_oil,1.12,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_pasture,,corn_gluten_feed_20_5_cp,0.00,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_pasture,,sunflower_seed,5.09,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_pasture,,wheat_bran_20_starch,6.90,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_pasture,,soybean_meal_47_cp,11.51,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_pasture,,wheat_soft_national_12_9_cp,21.24,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_pasture,,barley_2_rows_national_11_3_cp,22.10,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_pasture,,oats,0.00,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_pasture,,corn_national,17.15,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_pasture,,beet_pulp_4_ash,2.51,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_pasture,,horse_bean_white_flower_variety,0.00,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_pasture,,cotton_seed_whole,0.00,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_pasture,,barley_ddgs,3.11,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_pasture,,straw_cereals_wheat_and_barley,0.00,forage,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_pasture,,ryegrass_fresh_second,0.00,forage,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_pasture,,ryegrass_fresh_third,100.00,forage,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_pasture,,ryegrass_fresh_fourth,0.00,forage,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_pasture,,ryegrass_hay_third,0.00,forage,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_pasture,,alfalfa_hay_first,0.00,forage,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_pasture,,goat_breast_milk,100.00,milk,spain,goat,dairy
diet_kid_goat_male_meat_replacement_stall,,skimmed_milk,0.87,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_stall,,Vitamin/mineral_supplement,2.79,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_stall,,molasses_beet,0.00,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_stall,,lupin_australian,0.00,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_stall,,soybean_hulls_12_cp,6.01,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_stall,,palm_oil,1.12,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_stall,,corn_gluten_feed_20_5_cp,0.00,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_stall,,sunflower_seed,5.65,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_stall,,wheat_bran_20_starch,7.38,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_stall,,soybean_meal_47_cp,10.40,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_stall,,wheat_soft_national_12_9_cp,21.03,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_stall,,barley_2_rows_national_11_3_cp,22.09,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_stall,,oats,0.00,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_stall,,corn_national,16.69,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_stall,,beet_pulp_4_ash,2.51,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_stall,,horse_bean_white_flower_variety,0.00,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_stall,,cotton_seed_whole,0.00,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_stall,,barley_ddgs,3.45,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_stall,,straw_cereals_wheat_and_barley,6.48,forage,spain,goat,meat
diet_kid_goat_male_meat_replacement_stall,,ryegrass_fresh_second,0.00,forage,spain,goat,meat
diet_kid_goat_male_meat_replacement_stall,,ryegrass_fresh_third,0.00,forage,spain,goat,meat
diet_kid_goat_male_meat_replacement_stall,,ryegrass_fresh_fourth,0.00,forage,spain,goat,meat
diet_kid_goat_male_meat_replacement_stall,,ryegrass_hay_third,93.52,forage,spain,goat,meat
diet_kid_goat_male_meat_replacement_stall,,alfalfa_hay_first,0.00,forage,spain,goat,meat
diet_kid_goat_male_meat_replacement_stall,,goat_breast_milk,100.00,milk,spain,goat,meat
diet_kid_goat_male_meat_replacement_pasture,,skimmed_milk,0.87,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_pasture,,Vitamin/mineral_supplement,2.79,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_pasture,,molasses_beet,0.00,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_pasture,,lupin_australian,0.00,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_pasture,,soybean_hulls_12_cp,6.01,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_pasture,,palm_oil,1.12,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_pasture,,corn_gluten_feed_20_5_cp,0.00,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_pasture,,sunflower_seed,5.65,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_pasture,,wheat_bran_20_starch,7.38,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_pasture,,soybean_meal_47_cp,10.40,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_pasture,,wheat_soft_national_12_9_cp,21.03,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_pasture,,barley_2_rows_national_11_3_cp,22.09,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_pasture,,oats,0.00,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_pasture,,corn_national,16.69,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_pasture,,beet_pulp_4_ash,2.51,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_pasture,,horse_bean_white_flower_variety,0.00,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_pasture,,cotton_seed_whole,0.00,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_pasture,,barley_ddgs,3.45,feed,spain,goat,meat
diet_kid_goat_male_meat_replacement_pasture,,straw_cereals_wheat_and_barley,0.00,forage,spain,goat,meat
diet_kid_goat_male_meat_replacement_pasture,,ryegrass_fresh_second,0.00,forage,spain,goat,meat
diet_kid_goat_male_meat_replacement_pasture,,ryegrass_fresh_third,58.45,forage,spain,goat,meat
diet_kid_goat_male_meat_replacement_pasture,,ryegrass_fresh_fourth,41.55,forage,spain,goat,meat
diet_kid_goat_male_meat_replacement_pasture,,ryegrass_hay_third,0.00,forage,spain,goat,meat
diet_kid_goat_male_meat_replacement_pasture,,alfalfa_hay_first,0.00,forage,spain,goat,meat
diet_kid_goat_male_meat_replacement_pasture,,goat_breast_milk,100.00,milk,spain,goat,meat
diet_mature_goat_male_dairy_stall,,skimmed_milk,0.00,feed,spain,goat,dairy
diet_mature_goat_male_dairy_stall,,Vitamin/mineral_supplement,2.80,feed,spain,goat,dairy
diet_mature_goat_male_dairy_stall,,molasses_beet,0.00,feed,spain,goat,dairy
diet_mature_goat_male_dairy_stall,,lupin_australian,0.00,feed,spain,goat,dairy
diet_mature_goat_male_dairy_stall,,soybean_hulls_12_cp,5.98,feed,spain,goat,dairy
diet_mature_goat_male_dairy_stall,,palm_oil,1.12,feed,spain,goat,dairy
diet_mature_goat_male_dairy_stall,,corn_gluten_feed_20_5_cp,0.00,feed,spain,goat,dairy
diet_mature_goat_male_dairy_stall,,sunflower_seed,5.27,feed,spain,goat,dairy
diet_mature_goat_male_dairy_stall,,wheat_bran_20_starch,19.65,feed,spain,goat,dairy
diet_mature_goat_male_dairy_stall,,soybean_meal_47_cp,7.89,feed,spain,goat,dairy
diet_mature_goat_male_dairy_stall,,wheat_soft_national_12_9_cp,15.07,feed,spain,goat,dairy
diet_mature_goat_male_dairy_stall,,barley_2_rows_national_11_3_cp,25.18,feed,spain,goat,dairy
diet_mature_goat_male_dairy_stall,,oats,0.00,feed,spain,goat,dairy
diet_mature_goat_male_dairy_stall,,corn_national,14.52,feed,spain,goat,dairy
diet_mature_goat_male_dairy_stall,,beet_pulp_4_ash,2.52,feed,spain,goat,dairy
diet_mature_goat_male_dairy_stall,,horse_bean_white_flower_variety,0.00,feed,spain,goat,dairy
diet_mature_goat_male_dairy_stall,,cotton_seed_whole,0.00,feed,spain,goat,dairy
diet_mature_goat_male_dairy_stall,,barley_ddgs,0.00,feed,spain,goat,dairy
diet_mature_goat_male_dairy_stall,,straw_cereals_wheat_and_barley,0.00,forage,spain,goat,dairy
diet_mature_goat_male_dairy_stall,,ryegrass_fresh_second,0.00,forage,spain,goat,dairy
diet_mature_goat_male_dairy_stall,,ryegrass_fresh_third,0.00,forage,spain,goat,dairy
diet_mature_goat_male_dairy_stall,,ryegrass_fresh_fourth,0.00,forage,spain,goat,dairy
diet_mature_goat_male_dairy_stall,,ryegrass_hay_third,100.00,forage,spain,goat,dairy
diet_mature_goat_male_dairy_stall,,alfalfa_hay_first,0.00,forage,spain,goat,dairy
diet_mature_goat_male_dairy_stall,,goat_breast_milk,0.00,milk,spain,goat,dairy
diet_mature_goat_male_dairy_pasture,,skimmed_milk,0.00,feed,spain,goat,dairy
diet_mature_goat_male_dairy_pasture,,Vitamin/mineral_supplement,2.80,feed,spain,goat,dairy
diet_mature_goat_male_dairy_pasture,,molasses_beet,0.00,feed,spain,goat,dairy
diet_mature_goat_male_dairy_pasture,,lupin_australian,0.00,feed,spain,goat,dairy
diet_mature_goat_male_dairy_pasture,,soybean_hulls_12_cp,5.98,feed,spain,goat,dairy
diet_mature_goat_male_dairy_pasture,,palm_oil,1.12,feed,spain,goat,dairy
diet_mature_goat_male_dairy_pasture,,corn_gluten_feed_20_5_cp,0.00,feed,spain,goat,dairy
diet_mature_goat_male_dairy_pasture,,sunflower_seed,5.27,feed,spain,goat,dairy
diet_mature_goat_male_dairy_pasture,,wheat_bran_20_starch,19.65,feed,spain,goat,dairy
diet_mature_goat_male_dairy_pasture,,soybean_meal_47_cp,7.89,feed,spain,goat,dairy
diet_mature_goat_male_dairy_pasture,,wheat_soft_national_12_9_cp,15.07,feed,spain,goat,dairy
diet_mature_goat_male_dairy_pasture,,barley_2_rows_national_11_3_cp,25.18,feed,spain,goat,dairy
diet_mature_goat_male_dairy_pasture,,oats,0.00,feed,spain,goat,dairy
diet_mature_goat_male_dairy_pasture,,corn_national,14.52,feed,spain,goat,dairy
diet_mature_goat_male_dairy_pasture,,beet_pulp_4_ash,2.52,feed,spain,goat,dairy
diet_mature_goat_male_dairy_pasture,,horse_bean_white_flower_variety,0.00,feed,spain,goat,dairy
diet_mature_goat_male_dairy_pasture,,cotton_seed_whole,0.00,feed,spain,goat,dairy
diet_mature_goat_male_dairy_pasture,,barley_ddgs,0.00,feed,spain,goat,dairy
diet_mature_goat_male_dairy_pasture,,straw_cereals_wheat_and_barley,0.00,forage,spain,goat,dairy
diet_mature_goat_male_dairy_pasture,,ryegrass_fresh_second,0.00,forage,spain,goat,dairy
diet_mature_goat_male_dairy_pasture,,ryegrass_fresh_third,69.74,forage,spain,goat,dairy
diet_mature_goat_male_dairy_pasture,,ryegrass_fresh_fourth,25.00,forage,spain,goat,dairy
diet_mature_goat_male_dairy_pasture,,ryegrass_hay_third,0.00,forage,spain,goat,dairy
diet_mature_goat_male_dairy_pasture,,alfalfa_hay_first,5.26,forage,spain,goat,dairy
diet_mature_goat_male_dairy_pasture,,goat_breast_milk,0.00,milk,spain,goat,dairy
diet_mature_goat_male_meat_stall,,skimmed_milk,0.00,feed,spain,goat,meat
diet_mature_goat_male_meat_stall,,Vitamin/mineral_supplement,2.80,feed,spain,goat,meat
diet_mature_goat_male_meat_stall,,molasses_beet,0.00,feed,spain,goat,meat
diet_mature_goat_male_meat_stall,,lupin_australian,0.00,feed,spain,goat,meat
diet_mature_goat_male_meat_stall,,soybean_hulls_12_cp,5.98,feed,spain,goat,meat
diet_mature_goat_male_meat_stall,,palm_oil,1.12,feed,spain,goat,meat
diet_mature_goat_male_meat_stall,,corn_gluten_feed_20_5_cp,0.00,feed,spain,goat,meat
diet_mature_goat_male_meat_stall,,sunflower_seed,5.27,feed,spain,goat,meat
diet_mature_goat_male_meat_stall,,wheat_bran_20_starch,19.65,feed,spain,goat,meat
diet_mature_goat_male_meat_stall,,soybean_meal_47_cp,7.89,feed,spain,goat,meat
diet_mature_goat_male_meat_stall,,wheat_soft_national_12_9_cp,15.07,feed,spain,goat,meat
diet_mature_goat_male_meat_stall,,barley_2_rows_national_11_3_cp,25.18,feed,spain,goat,meat
diet_mature_goat_male_meat_stall,,oats,0.00,feed,spain,goat,meat
diet_mature_goat_male_meat_stall,,corn_national,14.52,feed,spain,goat,meat
diet_mature_goat_male_meat_stall,,beet_pulp_4_ash,2.52,feed,spain,goat,meat
diet_mature_goat_male_meat_stall,,horse_bean_white_flower_variety,0.00,feed,spain,goat,meat
diet_mature_goat_male_meat_stall,,cotton_seed_whole,0.00,feed,spain,goat,meat
diet_mature_goat_male_meat_stall,,barley_ddgs,0.00,feed,spain,goat,meat
diet_mature_goat_male_meat_stall,,straw_cereals_wheat_and_barley,0.00,forage,spain,goat,meat
diet_mature_goat_male_meat_stall,,ryegrass_fresh_second,0.00,forage,spain,goat,meat
diet_mature_goat_male_meat_stall,,ryegrass_fresh_third,0.00,forage,spain,goat,meat
diet_mature_goat_male_meat_stall,,ryegrass_fresh_fourth,0.00,forage,spain,goat,meat
diet_mature_goat_male_meat_stall,,ryegrass_hay_third,100.00,forage,spain,goat,meat
diet_mature_goat_male_meat_stall,,alfalfa_hay_first,0.00,forage,spain,goat,meat
diet_mature_goat_male_meat_stall,,goat_breast_milk,0.00,milk,spain,goat,meat
diet_mature_goat_male_meat_pasture,,skimmed_milk,0.00,feed,spain,goat,meat
diet_mature_goat_male_meat_pasture,,Vitamin/mineral_supplement,2.80,feed,spain,goat,meat
diet_mature_goat_male_meat_pasture,,molasses_beet,0.00,feed,spain,goat,meat
diet_mature_goat_male_meat_pasture,,lupin_australian,0.00,feed,spain,goat,meat
diet_mature_goat_male_meat_pasture,,soybean_hulls_12_cp,5.98,feed,spain,goat,meat
diet_mature_goat_male_meat_pasture,,palm_oil,1.12,feed,spain,goat,meat
diet_mature_goat_male_meat_pasture,,corn_gluten_feed_20_5_cp,0.00,feed,spain,goat,meat
diet_mature_goat_male_meat_pasture,,sunflower_seed,5.27,feed,spain,goat,meat
diet_mature_goat_male_meat_pasture,,wheat_bran_20_starch,19.65,feed,spain,goat,meat
diet_mature_goat_male_meat_pasture,,soybean_meal_47_cp,7.89,feed,spain,goat,meat
diet_mature_goat_male_meat_pasture,,wheat_soft_national_12_9_cp,15.07,feed,spain,goat,meat
diet_mature_goat_male_meat_pasture,,barley_2_rows_national_11_3_cp,25.18,feed,spain,goat,meat
diet_mature_goat_male_meat_pasture,,oats,0.00,feed,spain,goat,meat
diet_mature_goat_male_meat_pasture,,corn_national,14.52,feed,spain,goat,meat
diet_mature_goat_male_meat_pasture,,beet_pulp_4_ash,2.52,feed,spain,goat,meat
diet_mature_goat_male_meat_pasture,,horse_bean_white_flower_variety,0.00,feed,spain,goat,meat
diet_mature_goat_male_meat_pasture,,cotton_seed_whole,0.00,feed,spain,goat,meat
diet_mature_goat_male_meat_pasture,,barley_ddgs,0.00,feed,spain,goat,meat
diet_mature_goat_male_meat_pasture,,straw_cereals_wheat_and_barley,0.00,forage,spain,goat,meat
diet_mature_goat_male_meat_pasture,,ryegrass_fresh_second,0.00,forage,spain,goat,meat
diet_mature_goat_male_meat_pasture,,ryegrass_fresh_third,69.74,forage,spain,goat,meat
diet_mature_goat_male_meat_pasture,,ryegrass_fresh_fourth,25.00,forage,spain,goat,meat
diet_mature_goat_male_meat_pasture,,ryegrass_hay_third,0.00,forage,spain,goat,meat
diet_mature_goat_male_meat_pasture,,alfalfa_hay_first,5.26,forage,spain,goat,meat
diet_mature_goat_male_meat_pasture,,goat_breast_milk,0.00,milk,spain,goat,meat
diet_kid_goat_female_dairy_replacement_stall,,skimmed_milk,1.31,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_stall,,Vitamin/mineral_supplement,2.80,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_stall,,molasses_beet,0.00,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_stall,,lupin_australian,0.00,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_stall,,soybean_hulls_12_cp,4.53,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_stall,,palm_oil,1.12,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_stall,,corn_gluten_feed_20_5_cp,0.00,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_stall,,sunflower_seed,4.26,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_stall,,wheat_bran_20_starch,6.17,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_stall,,soybean_meal_47_cp,13.19,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_stall,,wheat_soft_national_12_9_cp,21.55,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_stall,,barley_2_rows_national_11_3_cp,22.12,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_stall,,oats,0.00,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_stall,,corn_national,17.84,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_stall,,beet_pulp_4_ash,2.51,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_stall,,horse_bean_white_flower_variety,0.00,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_stall,,cotton_seed_whole,0.00,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_stall,,barley_ddgs,2.60,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_stall,,straw_cereals_wheat_and_barley,12.21,forage,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_stall,,ryegrass_fresh_second,0.00,forage,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_stall,,ryegrass_fresh_third,0.00,forage,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_stall,,ryegrass_fresh_fourth,0.00,forage,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_stall,,ryegrass_hay_third,48.77,forage,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_stall,,alfalfa_hay_first,39.02,forage,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_stall,,goat_breast_milk,100.00,milk,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_pasture,,skimmed_milk,1.05,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_pasture,,Vitamin/mineral_supplement,2.79,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_pasture,,molasses_beet,0.00,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_pasture,,lupin_australian,0.00,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_pasture,,soybean_hulls_12_cp,5.42,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_pasture,,palm_oil,1.12,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_pasture,,corn_gluten_feed_20_5_cp,0.00,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_pasture,,sunflower_seed,5.09,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_pasture,,wheat_bran_20_starch,6.90,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_pasture,,soybean_meal_47_cp,11.51,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_pasture,,wheat_soft_national_12_9_cp,21.24,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_pasture,,barley_2_rows_national_11_3_cp,22.10,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_pasture,,oats,0.00,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_pasture,,corn_national,17.15,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_pasture,,beet_pulp_4_ash,2.51,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_pasture,,horse_bean_white_flower_variety,0.00,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_pasture,,cotton_seed_whole,0.00,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_pasture,,barley_ddgs,3.11,feed,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_pasture,,straw_cereals_wheat_and_barley,30.30,forage,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_pasture,,ryegrass_fresh_second,24.24,forage,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_pasture,,ryegrass_fresh_third,15.15,forage,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_pasture,,ryegrass_fresh_fourth,30.30,forage,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_pasture,,ryegrass_hay_third,0.00,forage,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_pasture,,alfalfa_hay_first,0.00,forage,spain,goat,dairy
diet_kid_goat_female_dairy_replacement_pasture,,goat_breast_milk,100.00,milk,spain,goat,dairy
diet_kid_goat_female_meat_replacement_stall,,skimmed_milk,0.87,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_stall,,Vitamin/mineral_supplement,2.79,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_stall,,molasses_beet,0.00,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_stall,,lupin_australian,0.00,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_stall,,soybean_hulls_12_cp,6.01,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_stall,,palm_oil,1.12,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_stall,,corn_gluten_feed_20_5_cp,0.00,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_stall,,sunflower_seed,5.65,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_stall,,wheat_bran_20_starch,7.38,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_stall,,soybean_meal_47_cp,10.40,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_stall,,wheat_soft_national_12_9_cp,21.03,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_stall,,barley_2_rows_national_11_3_cp,22.09,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_stall,,oats,0.00,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_stall,,corn_national,16.69,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_stall,,beet_pulp_4_ash,2.51,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_stall,,horse_bean_white_flower_variety,0.00,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_stall,,cotton_seed_whole,0.00,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_stall,,barley_ddgs,3.45,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_stall,,straw_cereals_wheat_and_barley,6.48,forage,spain,goat,meat
diet_kid_goat_female_meat_replacement_stall,,ryegrass_fresh_second,0.00,forage,spain,goat,meat
diet_kid_goat_female_meat_replacement_stall,,ryegrass_fresh_third,0.00,forage,spain,goat,meat
diet_kid_goat_female_meat_replacement_stall,,ryegrass_fresh_fourth,0.00,forage,spain,goat,meat
diet_kid_goat_female_meat_replacement_stall,,ryegrass_hay_third,93.52,forage,spain,goat,meat
diet_kid_goat_female_meat_replacement_stall,,alfalfa_hay_first,0.00,forage,spain,goat,meat
diet_kid_goat_female_meat_replacement_stall,,goat_breast_milk,100.00,milk,spain,goat,meat
diet_kid_goat_female_meat_replacement_pasture,,skimmed_milk,0.87,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_pasture,,Vitamin/mineral_supplement,2.79,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_pasture,,molasses_beet,0.00,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_pasture,,lupin_australian,0.00,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_pasture,,soybean_hulls_12_cp,6.01,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_pasture,,palm_oil,1.12,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_pasture,,corn_gluten_feed_20_5_cp,0.00,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_pasture,,sunflower_seed,5.65,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_pasture,,wheat_bran_20_starch,7.38,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_pasture,,soybean_meal_47_cp,10.40,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_pasture,,wheat_soft_national_12_9_cp,21.03,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_pasture,,barley_2_rows_national_11_3_cp,22.09,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_pasture,,oats,0.00,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_pasture,,corn_national,16.69,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_pasture,,beet_pulp_4_ash,2.51,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_pasture,,horse_bean_white_flower_variety,0.00,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_pasture,,cotton_seed_whole,0.00,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_pasture,,barley_ddgs,3.45,feed,spain,goat,meat
diet_kid_goat_female_meat_replacement_pasture,,straw_cereals_wheat_and_barley,31.17,forage,spain,goat,meat
diet_kid_goat_female_meat_replacement_pasture,,ryegrass_fresh_second,0.00,forage,spain,goat,meat
diet_kid_goat_female_meat_replacement_pasture,,ryegrass_fresh_third,42.86,forage,spain,goat,meat
diet_kid_goat_female_meat_replacement_pasture,,ryegrass_fresh_fourth,25.97,forage,spain,goat,meat
diet_kid_goat_female_meat_replacement_pasture,,ryegrass_hay_third,0.00,forage,spain,goat,meat
diet_kid_goat_female_meat_replacement_pasture,,alfalfa_hay_first,0.00,forage,spain,goat,meat
diet_kid_goat_female_meat_replacement_pasture,,goat_breast_milk,100.00,milk,spain,goat,meat
diet_mature_goat_female_dairy_stall,,skimmed_milk,0.00,feed,spain,goat,dairy
diet_mature_goat_female_dairy_stall,,Vitamin/mineral_supplement,2.83,feed,spain,goat,dairy
diet_mature_goat_female_dairy_stall,,molasses_beet,4.15,feed,spain,goat,dairy
diet_mature_goat_female_dairy_stall,,lupin_australian,0.00,feed,spain,goat,dairy
diet_mature_goat_female_dairy_stall,,soybean_hulls_12_cp,10.06,feed,spain,goat,dairy
diet_mature_goat_female_dairy_stall,,palm_oil,1.13,feed,spain,goat,dairy
